Variable Name/Key,Figma Preview URL,🟢 CO English Current,⚪ SOURCE English,🟢 CO Español Current,⚪ SOURCE Español,Status,Environment,Notes
GLOBAL - Options - April,,April,April,abril,abril,Ready to Publish,"Figma, Code",
GLOBAL - Options - May,,May,May,mayo,mayo,Ready to Publish,"Figma, Code",
GLOBAL - Options - June,,June,June,junio,junio,Ready to Publish,"Figma, Code",
GLOBAL - Options - July,,July,July,julio,julio,Ready to Publish,"Figma, Code",
GLOBAL - Options - August,,August,August,agosto,agosto,Ready to Publish,"Figma, Code",
GLOBAL - Options - September,,September,September,septiembre,septiembre,Ready to Publish,"Figma, Code",
GLOBAL - Options - October,,October,October,octubre,octubre,Ready to Publish,"Figma, Code",
GLOBAL - Options - November,,November,November,noviembre,noviembre,Ready to Publish,"Figma, Code",
GLOBAL - Options - December,,December,December,diciembre,diciembre,Ready to Publish,"Figma, Code",
GLOBAL - Option - None of the above,,None of the above,None of the above,Ninguna de las anteriores,Ninguna de las anteriores,Ready to Publish,"Figma, Code",
GLOBAL - Required Fields,,Asterisks (*) indicate a required field.,Asterisks (*) indicate a required field.,Los asteriscos (*) indican que es un campo requerido.,Los asteriscos (*) indican que es un campo requerido.,Ready to Publish,"Figma, Code",
GLOBAL - Helper Select at least one,,Select at least one option.,Select at least one option.,Seleccions por lo menos una opción.,Selecciona por lo menos una opción.,Ready to Publish,"Figma, Code",
GLOBAL - Email,,Email,Email,Correo electrónico,Correo electrónico,Ready to Publish,"Figma, Code",
GLOBAL - Phone,,Phone,Phone,Teléfono,Teléfono,Ready to Publish,"Figma, Code",
GLOBAL - Physical mail,,Physical mail,Physical mail,Correo físico,Correo físico,Ready to Publish,"Figma, Code",
GLOBAL - Email address,,Email address,Email address,Correo electrónico,Correo electrónico,Ready to Publish,"Figma, Code",
GLOBAL - Phone number,,Phone number,Phone number,Número de teléfono,Número de teléfono,Ready to Publish,"Figma, Code",
GLOBAL - Label Send Cards to Preferred Address,,Do you want us to send Summer EBT cards for all of your enrolled children to your preferred address?,Do you want us to send Summer EBT cards for all of your enrolled children to your preferred address?,¿Quieres que enviemos las tarjetas Summer EBT para todos los niños inscritos a tu dirección de preferencia?,¿Quieres que enviemos Tarjetas Summer EBT para todos tus niños inscritos a tu dirección de correspondencia preferida?,Ready to Publish,"Figma, Code",
GLOBAL - Co-loaded Card Helper,,!N/A!,"If your child is eligible for Summer EBT through SNAP or Colorado Works (TANF) participation, they will not receive a Summer EBT card.",!N/A!,"Si tu niño/a es elegible para Summer EBT a través de la participación en SNAP o Colorado Works (TANF), no recibirá una tarjeta Summer EBT.",!N/A!,!N/A!,
GLOBAL - Co-loaded Card Helper Link,,!N/A!,Tap here to learn how to replace SNAP or TANF EBT cards,!N/A!,Toca aquí para aprender cómo reemplazar las tarjetas EBT de SNAP o TANF,!N/A!,!N/A!,
GLOBAL - Yes,,Yes,Yes,Sí,Sí,Ready to Publish,"Figma, Code",
GLOBAL - No,,No,No,No,No,Ready to Publish,"Figma, Code",
GLOBAL - Action - Back,,Back,Back,Regresar,Regresar,Ready to Publish,"Figma, Code",
GLOBAL - Label - Select One,,Select one,Select one,Selecciona una opción,Selecciona una opción,Ready to Publish,"Figma, Code",
GLOBAL - Street Address,,Street address,Street address,Dirección,Dirección,Ready to Publish,"Figma, Code",
GLOBAL - Helper Street Address,,!N/A!,"Include direction, NW, NE, SE, or SW.",!N/A!,"Incluya la dirección: NW, NE, SE o SO.",!N/A!,!N/A!,
GLOBAL - Street Address 2,,Street address line 2,Street address line 2,"Dirección, línea 2","Dirección, línea 2",Ready to Publish,"Figma, Code",
GLOBAL - Helper Street Address 2,,"For example, an apartment number, unit number, floor, or PO Box.","For example, an apartment number, unit number, floor, or PO Box.","Por ejemplo, número de apartamento, número de unidad, piso o apartado postal","Por ejemplo, número de apartamento, número de unidad, piso o apartado postal",Ready to Publish,"Figma, Code",
GLOBAL - City,,City,City,Ciudad,Ciudad,Ready to Publish,"Figma, Code",
GLOBAL - Default City,,!N/A!,   ,!N/A!,   ,!N/A!,"Figma, Code",
GLOBAL - State or Territory,,State or territory,State or territory,Estado o territorio,Estado o territorio,Ready to Publish,"Figma, Code",
GLOBAL - Default State or Territory,,Colorado,Colorado,Colorado,Colorado,Ready to Publish,"Figma, Code",
GLOBAL - ZIP Code,,ZIP Code,ZIP Code,Código postal,Código postal,Ready to Publish,"Figma, Code",
GLOBAL - Label Make Preferred Mailing Address,,Do you want to make this your preferred mailing address?,Do you want to make this your preferred mailing address?,¿Quieres que esta sea tu dirección de correspondencia de preferencia?,¿Quieres que esta sea tu dirección de correspondencia de preferencia?,Ready to Publish,"Figma, Code",
GLOBAL - Apply Online,,!N/A!,Apply online,!N/A!,Aplicar en línea,Draft (DC-701),"Figma, Code",DC-701: Apply-online button removed from result screens for the closed season; not reflected in the sheet
GLOBAL - Apply Online Link,,https://peak.my.site.com/SEBT/s/?language=en_US,,https://peak.my.site.com/SEBT/s/?language=en_US,,Ready to Publish,"Figma, Code",
GLOBAL - Sign Up,,!N/A!,Sign up,!N/A!,Regístrate,!N/A!,!N/A!,
GLOBAL - Download Application,,!N/A!,Download Application,!N/A!,Descargar la aplicación,!N/A!,!N/A!,
GLOBAL - Action - Log In,,Sign in with myColorado®,Log in,Iniciar con myColorado®,Iniciar sesión,Ready to Publish,"Figma, Code",
GLOBAL - Action - Log In Esp,,Iniciar con myColorado®,Iniciar sesión,Sign in with myColorado®,Log in,Ready to Publish,"Figma, Code",
GLOBAL - Label - Suggested Address,,Suggested address,Suggested address,Dirección sugerida,Dirección sugerida,Ready to Publish,"Figma, Code",
GLOBAL - Label - Address Entered,,Address you entered,Address you entered,La dirección que ingresaste,La dirección que ingresaste,Ready to Publish,"Figma, Code",
GLOBAL - Label - Select All,,Select all that apply,Select all that apply,Selecciona todas las que correspondan,Selecciona todas las que correspondan,Ready to Publish,"Figma, Code",
GLOBAL - Text,,Text,Text,Texto,Texto,Ready to Publish,"Figma, Code",
GLOBAL - Title FAQs,,Frequently asked questions about Summer EBT,Frequently asked questions about Summer EBT,Preguntas frecuentes sobre Summer EBT,Preguntas frecuentes sobre Summer EBT,Ready to Publish,"Code, Figma",
GLOBAL - Link FAQs,,Learn more about Summer EBT and how to use the Summer EBT Online Portal.,FAQs,Aprende más sobre Summer EBT y cómo usar el portal en línea de Summer EBT,Preguntas frecuentes,Ready to Publish,"Code, Figma",
GLOBAL - Title Contact Us,,!N/A!,Summer EBT Help Desk,!N/A!,Línea de ayuda de Summer EBT,!N/A!,!N/A!,
GLOBAL - Link Contact Us,,Summer EBT Help Desk,Contact us,Línea de ayuda de Summer EBT,Contáctanos,Ready to Publish,"Code, Figma",
GLOBAL - Link Contact Us 2,,!N/A!,,!N/A!,,!N/A!,!N/A!,
GLOBAL - Link Public Notices,,General Notices,Public Notifications,Avisos generales,Notificaciones públicas,Ready to Publish,"Code, Figma",
GLOBAL - Title Accessibility,,Accessibility at CDHS,Accessibility at CDHS,Accesibilidad en CDHS,Accesibilidad en CDHS,Ready to Publish,"Code, Figma",
GLOBAL - Body Accessibility,,!N/A!,"CDHS is committed to meeting members of our community where they are, and strives to provide all Coloradans with access to our programs, services, resources, activities and communication regardless of ability.",!N/A!,"El Departamento de Servicios Humanos de Colorado (CDHS) se compromete a atender a los miembros de nuestra comunidad donde se encuentren y se esfuerza por brindar a todos loa habitantes de Colorado acceso a nuestros programas, servicios, recursos, actividades y comunicación, independientemente de sus capacidades.",!N/A!,!N/A!,
GLOBAL - Link Accessibility,,Digital accessibility statement,Accessibility,Declaración de accesibilidad digital,Accesibilidad,Ready to Publish,"Code, Figma",
GLOBAL - Link Privacy Policy,,Transparency Online,Privacy and Security,Transparencia en línea,Privacidad y seguridad,Ready to Publish,"Code, Figma",
GLOBAL - Link Google Translate,,!N/A!,Google Translate Disclaimer,!N/A!,Aviso legal del Traductor de Google,!N/A!,!N/A!,
GLOBAL - Link About,,!N/A!,About DC.GOV,!N/A!,Acerca de DC.GOV,!N/A!,!N/A!,
GLOBAL - Link Terms,,!N/A!,Terms and Conditions,!N/A!,Términos y condiciones,!N/A!,!N/A!,
GLOBAL - Copyrite,,© 2026 State of Colorado,© [YYYY] District of Columbia,© 2026 Estado de Colorado,© [YYYY] Distrito de Columbia,Ready to Publish,"Code, Figma",
GLOBAL - Alert Sitewide,,We are currently experiencing delays in issuing new and replacement cards. Please allow 30 days for your card to arrive before requesting another. We apologize for the inconvenience.,,"Actualmente tenemos demoras en la emisión de tarjetas nuevas y de reemplazo. Por favor, espere 30 días para recibir su tarjeta antes de solicitar otra. Disculpe las molestias.",,Ready to Publish,"Code, Figma",User-facing banner that appears at the top of the page for all screens.
GLOBAL - Alert Beta,,This site is currently in beta. Some features may be incomplete or missing.,This site is currently in beta. Some features may be incomplete or missing.,Este sitio está actualmente en versión beta. Es posible que algunas funciones estén incompletas o no disponibles.,Este sitio está actualmente en versión beta. Es posible que algunas funciones estén incompletas o no disponibles.,Ready to Publish,"Figma, Code",
GLOBAL - Alert Issue Pending,,Benefits will be issued in late May. Check back then for details regarding your enrolled children and their Summer EBT cards.,Benefits will be issued in late May. Check back then for details regarding your enrolled children and their Summer EBT cards.,Los beneficios serán emitidos a finales de mayo. Vuelve a revisar el portal en esas fechas para ver los detalles sobre tus niños inscritos y sus tarjetas de Summer EBT.,Los beneficios serán emitidos a finales de mayo. Vuelve a revisar el portal en esas fechas para ver los detalles sobre tus niños inscritos y sus tarjetas de Summer EBT.,Ready to Publish,"Figma, Code",
GLOBAL - Remove,,Remove,Remove,Eliminar,Eliminar,Ready to Publish,"Figma, Code",
GLOBAL - Processing,,Processing,Processing,Procesando,Procesando,Draft (DC-701),Code,Row removed from the sheet; the login form still reads this key (kept from the previous export)
VALIDATION - Summary,,"We're sorry. Some required questions aren't filled or we can't accept some of the answers. We'll be able to continue your application once these issues are fixed.

If you need additional support (especially in a language other than English or español), please contact us.","We're sorry. Some required questions aren't filled or we can't accept some of the answers. We'll be able to continue your application once these issues are fixed.

If you need additional support (especially in a language other than English or español), please contact us.","Lo sentimos. Algunas preguntas requeridas no están completas o no podemos aceptar algunas de las respuestas. Podremos continuar con tu solicitud una vez que se solucionen estos problemas.

Si necesitas apoyo adicional (especialmente en un idioma diferente al inglés o español), por favor contáctanos.","Lo sentimos. Algunas preguntas requeridas no están completas o no podemos aceptar algunas de las respuestas. Podremos continuar con tu solicitud una vez que se solucionen estos problemas.

Si necesitas apoyo adicional (especialmente en un idioma diferente al inglés o español), por favor contáctanos.",Ready to Publish,"Figma, Code",
VALIDATION - Required,,This is required,This is required,Esto es requerido,Esto es requerido,Ready to Publish,"Figma, Code",
VALIDATION - Select Option,,Select an option,Select an option,Selecciona una opción,Selecciona una opción,Ready to Publish,"Figma, Code",
VALIDATION - Enter Phone,,"Provide a valid phone number, including the area code","Provide a valid phone number, including the area code","Ingresa un número de teléfono válido, incluyendo el código de área","Ingresa un número de teléfono válido, incluyendo el código de área",Ready to Publish,"Figma, Code",
VALIDATION - Enter ZIP,,Provide a valid ZIP Code with at least five numbers,Provide a valid ZIP Code with at least five numbers,Ingresa un código de área válido con por lo menos cinco números,Ingresa un código de área válido con por lo menos cinco números,Ready to Publish,"Figma, Code",
VALIDATION - Valid Date,,Enter a valid date,Enter a valid date,Ingresa una fecha válida,Ingresa una fecha válida,Ready to Publish,Figma,
VALIDATION - Select Month,,Select a month,Select a month,Selecciona un mes,Selecciona un mes,Ready to Publish,"Figma, Code",
VALIDATION - Enter Day,,Provide a day using one or two numbers,Provide a day using one or two numbers,Escribe un día usando uno o dos números,Escribe un día usando uno o dos números,Ready to Publish,"Figma, Code",
VALIDATION - Enter Year,,Provide a year using four numbers,Provide a year using four numbers,Escribe un año usando cuatro números.,Escribe un año usando cuatro números.,Ready to Publish,"Figma, Code",
VALIDATION - Select Year,,Select a year,Select a year,Selecciona un año,Selecciona un año,Ready to Publish,"Figma, Code",
VALIDATION - Enter Email,,Provide a valid email address,Provide a valid email address,Ingresa un correo electrónico válido,Ingresa un correo electrónico válido,Ready to Publish,"Figma, Code",
VALIDATION - SSN,,!N/A!,Provide a valid Social Security Number with 9 numbers,!N/A!,Ingrese un número de Seguro Social válido con nueve números,!N/A!,!N/A!,
VALIDATION - ID Number,,!N/A!,Provide a valid ID number that is 7 or 8 digits long,!N/A!,Proporciona un número de identificación válido de 7 u 8 dígitos,!N/A!,!N/A!,
VALIDATION - OTP Invalid,,!N/A!,Enter a valid [6] digit code. Tap here to send a new code.,!N/A!,Ingresa un código válido de 6 dígitos. Toca aquí para enviar un nuevo código,!N/A!,!N/A!,
VALIDATION - Global Internal Error,,An error occurred on our end. Please try again.,An error occurred on our end. Please try again.,"Ocurrió un error de nuestro lado. Por favor, inténtalo de nuevo.","Ocurrió un error de nuestro lado. Por favor, inténtalo de nuevo.",Ready to Publish,"Figma, Code",
VALIDATION - Global Sign-in Error,,There was an issue signing in. Please try again.,There was an issue signing in. Please try again.,"Hubo un problema al iniciar sesión. Por favor, inténtalo de nuevo.","Hubo un problema al iniciar sesión. Por favor, inténtalo de nuevo.",Ready to Publish,"Figma, Code",
VALIDATION - New Code,,!N/A!,A new code has been sent to your email.,!N/A!,Se ha enviado un nuevo código a tu correo electrónico.,!N/A!,!N/A!,
PROTO - S1 - Optional ID Information - Title 2,,We checked our records and need more information to see if Kalai F. Curtis can get Summer EBT,We checked our records and need more information to see if Kalai F. Curtis can get Summer EBT,Revisamos nuestros registros y necesitamos más información para ver si Kalai F. Curtis puede recibir Summer EBT,Revisamos nuestros registros y necesitamos más información para ver si Kalai F. Curtis puede recibir Summer EBT,Draft,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Kalai Frances Curtis' card,,Kalai Frances Curtis' card,Kalai Frances Curtis' card,Tarjeta de Kalai Frances Curtis,Tarjeta de Kalai Frances Curtis,Draft,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Caleb David Curtis' card,,Caleb David Curtis' card,Caleb David Curtis' card,Tarjeta de Caleb David Curtis,Tarjeta de Caleb David Curtis,Draft,Figma,
PROTO - S2 - Portal Dashboard - Card Table - 1234 (last 4 digits),,1234 (last 4 digits),1234 (last 4 digits),1234 (últimos 4 dígitos),1234 (últimos 4 dígitos),Draft,Figma,
PROTO - S2 - Portal Dashboard - Card Table - 5678 (last 4 digits),,5678 (last 4 digits),5678 (last 4 digits),5678 (últimos 4 dígitos),5678 (últimos 4 dígitos),Draft,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Status Requested On 1,,Requested on 04/01/2024,Requested on 04/01/2024,Solicitada el 04/01/2024,Solicitada el 01/04/2024,Draft,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Status Requested On 2,,Requested on 05/05/2024,Requested on 05/05/2024,Solicitada el 05/05/2024,Solicitada el 05/05/2024,Draft,Figma,
PROTO - S4 - Mailing Address Update - Title Caleb David Curtis,,Tell us where to safely send Caleb David Curtis' mail,Tell us where to safely send Caleb David Curtis' mail,Cuéntanos a qué dirección podemos enviar de forma segura el correo de Caleb David Curtis,Cuéntanos a qué dirección podemos enviar de forma segura el correo de Caleb David Curtis,Draft,Figma,
PROTO - S5 - Bulk Order New Cards Who - Card Number Kalai,,Card number: 1234 (last 4 digits),Card number: 1234 (last 4 digits),Número de tarjeta: 1234 (últimos 4 dígitos),Número de tarjeta: 1234 (últimos 4 dígitos),Draft,Figma,
PROTO - S5 - Bulk Order New Cards Who - Card Number Caleb,,Card number: 5678 (last 4 digits),Card number: 5678 (last 4 digits),Número de tarjeta: 5678 (últimos 4 dígitos),Número de tarjeta: 5678 (últimos 4 dígitos),Draft,Figma,
PROTO - First Name 1,,Kalai,Kalai,Kalai,Kalai,Draft,Figma,
PROTO - Middle Name 1,,Frances,Frances,Frances,Frances,Draft,Figma,
PROTO - Last Name 1,,Curtis,Curtis,Curtis,Curtis,Draft,Figma,
PROTO - Birthdate Month 1,,August,August,August,agosto,Draft,Figma,
PROTO - Birthdate Day 1,,13,13,13,13,Draft,Figma,
PROTO - Birthdate Year 1,,2017,2017,2017,2017,Draft,Figma,
PROTO - Name 1,,Kalai Frances Curtis,Kalai Frances Curtis,Kalai F. Curtis,Kalai F. Curtis,Draft,Figma,
PROTO - Birthdate 1,,"August 13, 2017",42960,"agosto 13, 2017","agosto 13, 2017",Draft,Figma,
PROTO - Name 2,,Caleb David Curtis,Caleb David Curtis,Caleb David Curtis,Caleb David Curtis,Draft,Figma,
PROTO - First Name 2,,Caleb,Caleb,Caleb,Caleb,Draft,Figma,
PROTO - Middle Name 2,,David,David,David,David,Draft,Figma,
PROTO - Last Name 2,,Curtis,Curtis,Curtis,Curtis,Draft,Figma,
PROTO - Birthdate 2,,"January 7, 2009",39820,"enero 7, 2009","enero 7, 2009",Draft,Figma,
PROTO - Birthdate Month 2,,January,January,January,enero ,Draft,Figma,
PROTO - Birthdate Day 2,,7,7,7,7,Draft,Figma,
PROTO - Birthdate Year 2,,2009,2009,2009,2009,Draft,Figma,
PROTO - LOGIN EMAIL,,frances.curtis@gmail.com,frances.curtis@gmail.com,frances.curtis@gmail.com,frances.curtis@gmail.com,Draft,Figma,
PROTO - S2 - Portal Dashboard - Alert Address Title,,A replacement for the card ending in 1234 will be sent to the following address,A replacement for the card ending in 1234 will be sent to the following address,Las tarjeta terminada en 1234 será remplazadas y enviada a la siguiente dirección,Las tarjeta que termina en 1234 será remplazada y enviada a la siguiente dirección,Draft,Figma,
DEV - Loading,,Loading...,Loading...,Cargando...,Cargando...,Ready to Publish,"Code, Figma",
DEV - Error Prefix,,Error ID:,Error ID:,ID de error:,ID de error:,Ready to Publish,"Code, Figma",
DEV - Log In Refresh,,Log in again,Log in again,Inicia sesión de nuevo,Inicia sesión de nuevo,Ready to Publish,"Code, Figma",
DEV - Alert Session,,Session expired,Session expired,La sesión ha expirado.,La sesión ha expirado,Ready to Publish,"Code, Figma",
DEV - Alert Session Client,,Your session has expired. Please log in again to continue.,Your session has expired. Please log in again to continue.,Tu sesión ha expirado. Vuelve a iniciar sesión para continuar.  ,Tu sesión ha expirado. Vuelve a iniciar sesión para continuar.  ,Ready to Publish,"Code, Figma",
DEV - Alert Try Again,,Try again,Try again,Intentar otra vez,Intentar otra vez,Ready to Publish,"Code, Figma",
DEV - Alert More Entries,,({count}} more entries,({count}} more entries,{{count}} entradas más,{{count}} entradas más,Ready to Publish,"Code, Figma",
DEV - Alert Suggestion,,{{count}} suggestion available,{{count}} suggestion available,{{count}} sugerencia disponible,{{count}} sugerencia disponible,Ready to Publish,"Code, Figma",
DEV - Alert Enter Different Address,,This address is not available for {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}} card delivery. Please enter a different mailing address.,This address is not available for {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}} card delivery. Please enter a different mailing address.,"Esta dirección no está disponible para la entrega de la tarjeta de {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}}. Por favor, ingresa una dirección postal diferente.","Esta dirección no está disponible para la entrega de la tarjeta de {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}}. Por favor, ingresa una dirección postal diferente.",Ready to Publish,"Code, Figma",
DEV - Alert Address Unusable,,This address can't be used,This address can't be used,Esta dirección no se puede utilizar.,Esta dirección no se puede utilizar.,Ready to Publish,"Code, Figma",
DEV - Alert No Retry,,We couldn't start a retry. Please try again in a moment.,We couldn't start a retry. Please try again in a moment.,"No pudimos iniciar un reintento. Por favor, inténtalo de nuevo en un momento.","No pudimos iniciar un reintento. Por favor, inténtalo de nuevo en un momento.",Ready to Publish,"Code, Figma",
DEV - Alert Doc Verify,,Something went wrong starting document verification. Please try again.,Something went wrong starting document verification. Please try again.,"Algo salió mal al iniciar la verificación del documento. Por favor, inténtalo de nuevo.","Algo salió mal al iniciar la verificación del documento. Por favor, inténtalo de nuevo.",Ready to Publish,"Code, Figma",
DEV - Alert Verify Identity,,We weren't able to verify your identity from the document you uploaded.,We weren't able to verify your identity from the document you uploaded.,No pudimos verificar tu identidad con el documento que subiste.,No pudimos verificar tu identidad con el documento que subiste.,Ready to Publish,"Code, Figma",
DEV - Alert Starting Retry,,Starting retry...,Starting retry...,Iniciando reintento...,Iniciando reintento...,Ready to Publish,"Code, Figma",
DEV - Alert Status,,Check status,Check status,Verificar estado,Verificar estado,Ready to Publish,"Code, Figma",
DEV - Alert Verification,,Verification status,Verification status,Estado de verificación,Estado de verificación,Ready to Publish,"Code, Figma",
DEV - Alert Keep Page Open,,This may take a moment. Please don't close this page.,This may take a moment. Please don't close this page.,"Esto puede tardar un momento. Por favor, no cierres esta página.","Esto puede tardar un momento. Por favor, no cierres esta página.",Ready to Publish,"Code, Figma",
DEV - Alert Verify Document,,Verifying your document...,Verifying your document...,Verificando tu documento...,Verificando tu documento...,Ready to Publish,"Code, Figma",
DEV - Alert Check Verification,,Checking verification status,Checking verification status,Comprobando el estado de verificación,Comprobando el estado de verificación,Ready to Publish,"Code, Figma",
DEV - Alert Verification Delay,,Verification is taking longer than expected. You can check the status or try again later.,Verification is taking longer than expected. You can check the status or try again later.,La verificación está tardando más de lo esperado. Puedes verificar el estado o intentarlo de nuevo más tarde.,La verificación está tardando más de lo esperado. Puedes verificar el estado o intentarlo de nuevo más tarde.,Ready to Publish,"Code, Figma",
DEV - Alert Still Checking,,We're still checking your document,We're still checking your document,Todavía estamos revisando tu documento.,Todavía estamos revisando tu documento,Ready to Publish,"Code, Figma",
DEV - Alert Verification Retry,,Unable to start document verification. Please try again.,Unable to start document verification. Please try again.,"No se pudo iniciar la verificación del documento. Por favor, inténtalo de nuevo.","No se pudo iniciar la verificación del documento. Por favor, inténtalo de nuevo.",Ready to Publish,"Code, Figma",
DEV - Enrollment Checker Error Response,,"We’re sorry, we can’t check if you need to apply right now. Try again later.","We’re sorry, we can’t check if you need to apply right now. Try again later.","Lo sentimos, por ahora no podemos revisar si necesitas aplicar. Vuelve a intentarlo más tarde.","Lo sentimos, por ahora no podemos revisar si necesitas aplicar. Vuelve a intentarlo más tarde.",Ready to Publish,"Code, Figma",
S1 - Landing Page - Closed - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=12956-18549&t=2a7winOb0T27wcqO-4,Find out if your child got $120 in summer food benefits,Enrollment for 2026 is now closed,Verifica si tu hijo o hija recibió $120 en beneficios para comprar alimentos durante el verano.,La inscripción para 2026 ya está cerrada,Ready to Publish,Figma,
S1 - Landing Page - Closed - Subtitle,,Enrollment in Summer EBT for 2026 is now closed.,We can tell you if your student received DC SUN Bucks for Summer 2026.,La inscripción en Summer EBT para 2026 ya cerró. ,Podemos decirte si tu estudiante recibió DC SUN Bucks para el verano de 2026.,Ready to Publish,Figma,
S1 - Landing Page - Closed - Body,,"Each eligible child received **one $120 payment** for summer groceries. Most eligible children got their payment automatically. Some needed to submit an application. The application for 2026 benefits closed August 25, 2026.

**Benefits expire 122 days after they were issued.**

Tap ""Check enrollment"" and enter your child's information to see if they were enrolled. ","Enrolled students received **one $120 payment** or summer groceries. Most eligible families got their payment automatically, and some needed to submit an application.

**Benefits expire 122 days (4 months) after they are issued**.  If your student received benefits, make sure to use them before they expire.

Tap ""Check enrollment"" and enter your student’s information to see if they were enrolled.","Cada niño o niña que cumplía los requisitos recibió **un pago único de $120** para comprar alimentos durante el verano. La mayoría recibió el pago automáticamente. Algunas familias tuvieron que enviar una solicitud. La fecha límite para solicitar los beneficios de 2026 fue el 25 de agosto de 2026.

**Los beneficios vencen 122 días después de la fecha de emisión.**

Toca “Verificar inscripción” e ingresa la información de tu hijo o hija para saber si recibió los beneficios.","Los estudiantes inscritos recibieron **un pago único de $120** o alimentos para el verano. La mayoría de las familias que califican recibieron su pago automáticamente y algunas tuvieron que aplicar.

**Los beneficios vencen 122 días (4 meses) después de que se emiten**. Si tu estudiante recibió beneficios, asegúrate de usarlos antes de que venzan.

Toca “Verificar inscripción” e ingresa la información de tu estudiante para ver si estuvo inscrito.",Ready to Publish,Figma,
S1 - Landing Page - Closed - Action,,Check enrollment,Check enrollment,Verificar inscripción,Verificar inscripción,Ready to Publish,Figma,
S1 - Landing Page - Closed - Action Español,,Verificar inscripción,Verificar inscripción,Check enrollment,Check enrollment,Ready to Publish,Figma,
S1 - Landing Page - Closed - Action Amharic,,!N/A!,ምዝገባን ያረጋግጡ,!N/A!,ምዝገባን ያረጋግጡ,!N/A!,!N/A!,
S1 - Landing Page - Closed - Accordion Title,,How do I know if my child got Summer EBT?,How do I know if my child got Summer EBT?,¿Cómo sé si mi hijo o hija recibió Summer EBT?,¿Cómo sé si mi hijo o hija recibió Summer EBT?,Ready to Publish,Figma,
S1 - Landing Page - Closed - Body 2,,Your child may have been automatically enrolled if they went to a school that offers the National School Breakfast or Lunch Program (NSLP) **and** one of these is true:,"**The application for 2026 benefits closed August 23, 2026.**",Es posible que tu hijo o hija haya sido inscrito automáticamente si asistía a una escuela que ofrece el Programa Nacional de Desayunos o Almuerzos Escolares (NSLP) **y** se encontraba en alguna de estas situaciones:,**La aplicación para los beneficios de 2026 cerró el 23 de agosto de 2026.**,Ready to Publish,Figma,
S1 - Landing Page - Closed - Body 3,,"They received SNAP or Colorado Works (TANF) benefits, 
Everyone in their household combined earned less than 185% of the federal poverty guideline. 
And, they either received Health First Colorado (Medicaid) or submitted an income form to their school, 
Were houseless, between homes, in foster care, or in the Migrant Education Program.",Families of automatically enrolled students and approved applicants were contacted by mail or email.,"Recibía beneficios de SNAP o Colorado Works (TANF).
Entre todas las personas de su hogar, ganaban menos del 185 % del nivel federal de pobreza y recibía Health First Colorado (Medicaid) o su familia había presentado un formulario de ingresos en la escuela.
Eran personas sin hogar, vivían en un hogar de acogida o participaba en el Programa de Estudiantes en Familias de Trabajadores Agrícolas Migrantes.",Nos comunicamos por correo postal o electrónico con las familias de los estudiantes inscritos automáticamente y con las familias cuyas aplicaciones fueron aprobadas.,Ready to Publish,Figma,
S1 - Landing Page - Closed - Body 4,,Children ages 6–17 who did not attend a school that offers NSLP but met any of the above criteria may also have been automatically enrolled.  Other children were enrolled after they submitted an application.,Children ages 6–17 who did not attend a school that offers NSLP but met any of the above criteria may also have been automatically enrolled.  Other children were enrolled after they submitted an application.,"Los niños y niñas de 6 a 17 años que no asistían a una escuela que ofrece el NSLP, pero cumplían alguno de los requisitos anteriores, también pudieron haber sido inscritos automáticamente. Otros fueron inscritos después de que sus familias enviaron una aplicación. ","Niños de 6 a 17 años que no asistieron a una escuela que ofrece el Programa Nacional de Almuerzos Escolares (NSLP), pero que cumplían con alguno de los criterios anteriores, también pudieron haber sido inscritos automáticamente. Otros niños fueron inscritos después de que enviaron una aplicación.",Ready to Publish,Figma,
S1 - Landing Page - Closed - Body 6,,"Tap ""Check enrollment"" to see if your child was enrolled.","Tap ""Check enrollment"" to see if your child was enrolled.",Toca “Verificar inscripción” para saber si tu hijo o hija fue inscrito.,Toca “Verificar inscripción” para ver si tu hijo o hija estuvo inscrito.,Ready to Publish,Figma,
S1 - Disclaimer - Closed - Body 1,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=12956-18559&t=2a7winOb0T27wcqO-4,"First, we'll check if your child was enrolled.",This is not an application for DC SUN Bucks.,"Primero, vamos a verificar si tu hijo o hija estuvo inscrito.",Esta no es una aplicación para DC SUN Bucks.,Ready to Publish,Figma,
